160 3.34864 -3.16095 -2.23779  6.5096 14.7411 13.273 13.9048   1.46811 1.12367 -0.141561 0.00436541 1.12417 -0.13545 0.00738497
161 3.39245 -3.0706 -2.17226  6.46305 14.736 13.2601 13.9155   1.47588 1.11599 -0.14619 -0.00728292 1.11657 -0.139862 -0.00414644
162 3.43844 -2.97557 -2.11569  6.41401 14.7303 13.2467 13.9265   1.48363 1.10699 -0.149624 -0.018288 1.10765 -0.143075 -0.0150354
163 3.48799 -2.87714 -2.06658  6.36512 14.7241 13.2325 13.9378   1.49151 1.09695 -0.151996 -0.0286772 1.09769 -0.145226 -0.0253091
164 3.53975 -2.7785 -2.02371  6.31825 14.7173 13.2179 13.9491   1.49941 1.08625 -0.153324 -0.0383444 1.08706 -0.146336 -0.0348623
165 3.59001 -2.68362 -1.98749  6.27363 14.7102 13.2032 13.9601   1.50702 1.07522 -0.15356 -0.0470491 1.0761 -0.14636 -0.0434559
166 3.63572 -2.59443 -1.95943  6.23015 14.703 13.189 13.9706   1.51393 1.06419 -0.152753 -0.0546397 1.06513 -0.145345 -0.0509389
167 3.67712 -2.50962 -1.94038  6.18674 14.6954 13.1755 13.9806   1.51987 1.05333 -0.15107 -0.0612591 1.05433 -0.143456 -0.0574546
168 3.71624 -2.4262 -1.93029  6.14244 14.6875 13.1626 13.9906   1.52487 1.04251 -0.148579 -0.0672516 1.04356 -0.140761 -0.0633471
169 3.75373 -2.34163 -1.92857  6.09536 14.6793 13.1499 14.0009   1.52944 1.03132 -0.145108 -0.0729456 1.03242 -0.137087 -0.0689438
170 3.78828 -2.25478 -1.93348  6.04306 14.6708 13.1365 14.0122   1.5343 1.01934 -0.14041 -0.0785234 1.02047 -0.132187 -0.0744264
171 3.81811 -2.16555 -1.94179  5.98366 14.662 13.1219 14.0249   1.54011 1.00647 -0.134359 -0.0840122 1.00764 -0.125937 -0.0798215
172 3.84256 -2.07408 -1.94982  5.91664 14.653 13.1059 14.0392   1.54707 0.993096 -0.126997 -0.0893244 0.994293 -0.118383 -0.085041
173 3.8625 -1.98056 -1.955  5.84306 14.6437 13.0888 14.055   1.55488 0.980008 -0.118568 -0.0942806 0.981226 -0.109765 -0.089906
174 3.87973 -1.8852 -1.95695  5.76492 14.6342 13.0713 14.072   1.56294 0.968168 -0.109527 -0.098636 0.969399 -0.100543 -0.0941723
175 3.89579 -1.78772 -1.95685  5.68351 14.6246 13.0539 14.0898   1.57063 0.958218 -0.100381 -0.102212 0.959454 -0.091219 -0.097661
176 3.91045 -1.68752 -1.95581  5.59798 14.6147 13.037 14.1083   1.57773 0.950122 -0.0913447 -0.105016 0.951357 -0.0820089 -0.100381
177 3.92106 -1.58451 -1.95438  5.50558 14.6049 13.0202 14.1277   1.58471 0.943256 -0.0822384 -0.107142 0.944483 -0.0727329 -0.102422
178 3.92423 -1.47877 -1.95349  5.40299 14.5953 13.0029 14.1481   1.59237 0.936882 -0.0727745 -0.108556 0.938096 -0.0631042 -0.103753
179 3.91799 -1.36967 -1.95429  5.28765 14.5861 12.9846 14.1698   1.60145 0.930609 -0.0628601 -0.109004 0.931806 -0.0530308 -0.10412
180 3.90263 -1.25639 -1.95764  5.15902 14.5774 12.9652 14.1928   1.61228 0.924525 -0.0526115 -0.108107 0.925702 -0.0426305 -0.103141
181 3.87642 -1.16441 -1.79797  5.04083 14.5695 12.9448 14.217   1.62469 0.919168 -0.0416614 -0.105209 0.920283 -0.031237 -0.10003
182 3.85178 -1.04578 -1.80643  4.89756 14.5619 12.9245 14.2413   1.63743 0.91506 -0.0313871 -0.101018 0.916146 -0.0208287 -0.0957629
183 3.82607 -0.930655 -1.81797  4.75673 14.5548 12.9054 14.2649   1.64942 0.912589 -0.021634 -0.095364 0.913642 -0.0109516 -0.0900356
184 3.79983 -0.823796 -1.83325  4.62363 14.5481 12.8884 14.2874   1.65968 0.911642 -0.0128843 -0.0885829 0.912659 -0.00208772 -0.0831846
